City,State,Tourist Spot,Type of Attraction,Season,Activities,Image,city_link
GUWAHATI,ASSAM,POBITORA WILD LIFE CENTURY,WILDLIFE AREA,WINTER,WILDLIFE SAFARI / BIRD WATCHING / ELEPHANT RIDE / JEEP SAFARI / NATURE WALK / CAMPING / PHOTOGRAPHY / CULTURAL TOUR ,image\guwahati\pobitora_wildlife.jpg,guwahati.html
GUWAHATI,ASSAM,ASSAM STATE MUSEUM,MUSUEM,WINTER,EXHIBITIONS VIEWING / CULTURAL PERFORMANCES / GUIDED TOURS / ARTIFACT EXPLORATION / HISTORICAL EXHIBITIONS / ART DISPLAYS / ARCHAEOLOGICAL TOURS / PHOTOGRAPHY SESSIONS / EDUCATIONAL WORKSHOPS / CRAFT DEMONSTRATIONS / TRADITIONAL MUSIC SESSIONS / DANCE PERFORMANCES / FOLK ART EXHIBITIONS / ARTIFACT CONSERVATION / LOCAL HISTORY PRESENTATIONS,image\guwahati\Assam-State-Museum-1.jpg,guwahati.html
GWALIOR,MADHYA PRADESH,GWALIOR FORT ,FORT,WINTER/SPRING,SIGHTSEEING / HISTORICAL TOURS / PHOTOGRAPHY / FORT EXPLORATION / MUSEUM VISIT / CULTURAL TOURS / LIGHT AND SOUND SHOW / PICNIC / HERITAGE WALK / SCULPTURE VIEWING,image\gwalior\gwalior fort.jpg,gwalior.html
GWALIOR,MADHYA PRADESH,JAI VILAS PALACE,PALACE,WINTER/SPRING,SIGHTSEEING / HISTORICAL TOURS / PHOTOGRAPHY  / FORT EXPLORATION / MUSEUM VISIT / CULTURAL TOURS / LIGHT AND SOUND SHOW / SHOPPING / HERITAGE WALK / SCULPTURE VIEWING,image\gwalior\jai vilas palace.jpg,gwalior.html
GWALIOR,MADHYA PRADESH,SAMADHI OF RANI LAKSHMI BAI,MEMORIAL,WINTER/SPRING,HISTORICAL TOUR / GUIDED WALK / PHOTOGRAPHY  / HERITAGE EXPLORATION / SPIRITUAL EXPERIENCE / EDUCATIONAL TOUR / CULTURAL TOUR / ARCHAEOLOGICAL STUDY,image\gwalior\samadhi-of-rani-lakshmi.jpg,gwalior.html
GWALIOR,MADHYA PRADESH,SUN TEMPLE,RELIGIOUS SITE,WINTER/SPRING,SUNSET VIEWING / PHOTOGRAPHY / TEMPLE EXPLORATION / HISTORICAL TOUR / CULTURAL EXPERIENCE / SPIRITUAL WALK / ARCHAEOLOGICAL SITE VISIT / LOCAL CRAFTS SHOPPING / MEDITATION / RELIGIOUS RITUALS PARTICIPATION / GUIDED TOURS / SCULPTURAL OBSERVATION / LIGHT AND SOUND SHOW / NATURE WALK / TRADITIONAL DANCE PERFORMANCE,image\gwalior\sun_temple.jpg,gwalior.html
HARIDWAR,UTTRAKHAND,HAR KI PAURI ,RIVER BANKS,WINTER/SPRING,BOATING/RIVER AARTI/SUNSET VIEWING/TEMPLE VISIT/SPIRITUAL WALKS/PHOTOGRAPHY/YOGA SESSIONS/PILGRIMAGE VISITS/MEDITATION,image\haridwar\Har Ki Pauri.jpg,haridwar.html
HARIDWAR,UTTRAKHAND,CHANDI DEVI TEMPLE,RELIGIOUS SITE,AUTUMN/WINTER/SPRING,DARSHAN / AARTI / CABLE CAR RIDE / TREKKING / PHOTOGRAPHY / PRAYING / SCENIC VIEWPOINT / SPIRITUAL RETREAT / NATURE WALK / PICNIC / TEMPLE EXPLORATION / MEDITATION / SOUVENIR SHOPPING,image\haridwar\chandi devi temple.jpg,haridwar.html
HARIDWAR,UTTRAKHAND,MANSA DEVI TEMPLE,RELIGIOUS SITE,AUTUMN/WINTER,CABLE CAR RIDE / TEMPLE / ROPEWAY RIDE / TREKKING / PHOTOGRAPHY / VISIT TO I MUSEUM / EVENING AARTI / SHOPPING,image\haridwar\mansa davi temple.jpg,haridwar.html
HUMPY,KARNATAKA,VIRUPAKSHA TEMPLE,RELIGIOUS SITE,WINTER/SPRING,DARSHAN / TEMPLE TOUR / PHOTOGRAPHY / RITUAL PARTICIPATION / CULTURAL EXPLORATION / SPIRITUAL MEDITATION / ATTEND TEMPLE FESTIVAL / VISIT NEARBY MONUMENTS / LOCAL SHOPPING / ENJOY SOUTH INDIAN CUISINE,image\humpy\virupaksha_temple.jpg,humpy.html
HUMPY,KARNATAKA,VITTALA TEMPLE,RELIGIOUS SITE,WINTER/SPRING,PHOTOGRAPHY/ARCHITECTURE SIGHTSEEING/CULTURAL EXPLORATION/HERITAGE WALK/SPIRITUAL MEDITATION/SCULPTURE APPRECIATION/HISTORY LEARNING/TRADITIONAL ART EXPLORATION/STONE CHARIOT VIEWING/PILGRIMAGE,image\humpy\Vijaya Vittala temple.jpg,humpy.html
HUMPY,KARNATAKA,HUMPI BAZAAR,MARKET AREA,WINTER/SPRING,SHOPPING/PHOTOGRAPHY/HERITAGE WALK/LOCAL CUISINE TASTING/CULTURAL TOURS/CRAFT WORKSHOPS/STREET ART EXPLORATION/GUIDED TOURS/HISTORY EXPLORATION,image\humpy\humpy_bazaar.jpg,humpy.html
HYDERABAD,TELANGANA,CHAR MINAR,MONUMENT,WINTER,SHOPPING/PHOTOGRAPHY/HISTORICAL SIGHTSEEING/CULTURAL EXPLORATION/STREET FOOD TASTING/ARCHITECTURAL TOUR/HERITAGE WALK/FESTIVAL PARTICIPATION,image\hyderabad\chaar_minar.jpg,hyderabad.html
HYDERABAD,TELANGANA,GOLCONDA FORT,FORT,WINTER,SIGHTSEEING/PHOTOGRAPHY/HISTORICAL TOURS/HERITAGE WALKS/LIGHT AND SOUND SHOW/ARCHAEOLOGICAL EXPLORATION/,image\hyderabad\golconda_fort.jpg,hyderabad.html
HYDERABAD,TELANGANA,CALVARY TEMPLE ,RELIGIOUS SITE,WINTER,PRAYER/WORSHIP/COMMUNITY GATHERING/SERMONS/MEDITATION/CHARITY EVENTS/FELLOWSHIP/FAITH COUNSELING/RELIGIOUS CELEBRATIONS/FOOD SERVICES/VOLUNTEER WORK/SPIRITUAL RETREATS,image\hyderabad\calvary.jpg,hyderabad.html
HYDERABAD,TELANGANA,RAMOJI FILM CITY,FILM CITY,WINTER,RIDES/SHOWS/STUDIO TOURS/ADVENTURE ACTIVITIES/THEME PARK ATTRACTIONS/CULTURAL PERFORMANCES/SHOPPING/FOOD TOURS/PHOTOGRAPHY/FILM SET VISITS/GARDEN WALKS/LIVE ENTERTAINMENT,image\hyderabad\ramoji_film_city.jpg,hyderabad.html
INDORE,MADHYA PRADESH,RAJWADA PALACE ,PALACE,WINTER/SPRING,SIGHTSEEING/PHOTOGRAPHY/CULTURAL TOURS/SHOPPING/HISTORY EXPLORATION/HERITAGE WALK/FOOD TASTING/ARCHITECTURAL STUDY/LOCAL HANDICRAFT EXPLORATION/TRADITIONAL PERFORMANCES,"image\Indore\Rajwada Palace, Indore City, India jigsaw puzzle.jpg",indore.html
INDORE,MADHYA PRADESH,RALAMANDAL WILDLIFE SANCTUARY,WILDLIFE AREA,AUTUMN/WINTER,WILDLIFE SAFARI/NATURE WALK/BIRD WATCHING/PHOTOGRAPHY/PICNIC/ADVENTURE ACTIVITIES,image\Indore\ralamandal_wildlife_sanctuary.jpg,indore.html
INDORE,MADHYA PRADESH,LALBAGH PALACE,PALACE,WINTER,HERITAGE TOUR/PHOTOGRAPHY/CULTURAL EXPLORATION/ARCHITECTURAL STUDY/GUIDED TOUR/HISTORICAL LEARNING/GARDEN WALK/ROYAL LIFESTYLE EXPERIENCE,image\Indore\lalbagh_palace.jpg,indore.html
INDORE,MADHYA PRADESH,SARAFA BAZAR,MARKET AREA,WINTER/SPRING,STREET FOOD/SHOPPING/PHOTOGRAPHY/LOCAL CULTURE EXPLORATION/JEWELRY BUYING/HANDICRAFT SHOPPING/FOOD TASTING/NIGHT MARKET STROLL/LOCAL SNACKS,image\Indore\sarafa_bazaar.jpg,indore.html
JAIPUR,RAJASTHAN,AMER FORT,FORT,WINTER/SPRING,ELEPHANT RIDE / FORT TOUR / LIGHT AND SOUND SHOW / PHOTOGRAPHY / CAMEL RIDE / TRADITIONAL DANCE PERFORMANCE / GUIDED TOUR / ADVENTURE ACTIVITIES / BOAT RIDE / SHOPPING FOR SOUVENIRS / HERITAGE WALK / CULTURAL SHOW / VISIT TO SHEESH MAHAL / LOCAL CUISINE  ,image\jaipur\amer fort.jpg,jaipur.html
JAIPUR,RAJASTHAN,ALBERT MUSEUM ,MUSEUM,SPRING/AUTUMN/WINTER,ART EXHIBITIONS / GUIDED TOURS / INTERACTIVE DISPLAYS / HISTORICAL ARTIFACTS / TEMPORARY EXHIBITIONS / EDUCATIONAL WORKSHOPS /AUDIO TOURS / SCULPTURE GARDENS / THEMED EVENTS / CULTURAL EXPERIENCES / SPECIAL LECTURES / MUSEUM CAFES / GIFT SHOP SHOPPING / PHOTOGRAPHY SESSIONS,image\jaipur\Albert hall Jaipur.jpg,jaipur.html
JAIPUR,RAJASTHAN,HAWA MAHAL ,MONUMENT,WINTER,SIGHTSEEING / PHOTOGRAPHY / CULTURAL TOUR / HISTORICAL WALK / ARCHITECTURE EXPLORATION / HERITAGE TOUR / LOCAL SHOPPING / TRADITIONAL CRAFT VIEWING  / SUNSET VIEW / EXPLORING MARKETS / SCENIC VIEWS / LOCAL CUISINE TASTING / GUIDED TOURS / ROYAL HISTORY EXPLORATION / CULTURAL HERITAGE LEARNING,image\jaipur\hawa mahal.jpg,jaipur.html
JAIPUR,RAJASTHAN,JANTAR MANTAR,MONUMENT,WINTER/SPRING,ASTRONOMICAL OBSERVATIONS / HISTORICAL EXPLORATION / ARCHITECTURE PHOTOGRAPHY / ASTRONOMY LEARNING / SCIENTIFIC DEMONSTRATIONS / EDUCATIONAL TOURS / CULTURAL HERITAGE WALK / LANDMARK VISITS / STARGAZING / TIMEKEEPING EXPLORATION / ARCHITECTURAL PHOTOGRAPHY  / VISITING ANCIENT OBSERVATORIES,image\jaipur\Jantar Mantar - Jaipur.jpg,jaipur.html
JAIPUR,RAJASTHAN,CITY PALACE,PALACE,WINTER/SPRING,EXPLORE MUSEUMS /  GUIDED TOUR / ENJOY CULTURAL PERFORMANCES / ATTEND ROYAL EVENTS / VISIT THE ARMOURY MUSEUM / EXPLORE THE ROYAL KITCHENS / PHOTOGRAPHY / SHOP FOR SOUVENIRS / ENJOY RAJASTHANI CUISINE / SOUND AND LIGHT SHOW /  TRADITIONAL DANCE PERFORMANCE,image\jaipur\City palace ??.jpg,jaipur.html
JAISALMER,RAJASTHAN,JAISALMER FORT,FORT,WINTER,CAMEL SAFARI / FORT EXPLORATION / SUNSET VIEWPOINT / CULTURAL PERFORMANCE / SHOPPING / HERITAGE WALKS / DESERT CAMPING / PHOTOGRAPHY TOUR / LOCAL CUISINE TASTING/ART GALLERY TOUR / HISTORICAL SITE VISITS  / TRADITIONAL RAJASTHANI DANCE PERFORMANCE / FOLK MUSIC PERFORMANCE,image\jaiselmer\jaiselmer_fort.jpg,jaisalmer.html
JAISALMER,RAJASTHAN,SAM SAND DUNES,DESERT AREA,WINTER,CAMEL SAFARI / DESERT CAMPING / DUNE BASHING / ATV RIDES / CULTURAL PERFORMANCES / RAJASTHANI FOLK MUSIC / SANDBOARDING / JEEP SAFARI / QUAD BIKING / PHOTOGRAPHY TOUR / SUNSET VIEWPOINT / TRADITIONAL VILLAGE TOUR / STAR GAZING / HENNA PAINTING / LOCAL CRAFT SHOPPING,image\jaiselmer\sam_sand_dunes.jpg,jaisalmer.html
JAISALMER,RAJASTHAN,LONGEWALA WAR MEMORIAL,MEMORIAL,WINTER,VISIT WAR MEMORIAL / EXPLORE MUSEUM / ATTEND LIGHT AND SOUND SHOW / PHOTOGRAPHY / GUIDED TOUR / HISTORICAL WALK / EXPERIENCE DESERT SAFARI / VISIT BUNKERS / VISITING MEMORIAL SITE / LEARNING HISTORY,image\jaiselmer\logewala_war_memorial.jpg,jaisalmer.html
JAISALMER,RAJASTHAN,PATWON KI HAVELI,MUSEUM,WINTER,SIGHTSEEING / PHOTOGRAPHY / CULTURAL EXPLORATION / ARCHITECTURE TOUR / HERITAGE WALK / SHOPPING FOR HANDICRAFTS / HISTORICAL LEARNING / LOCAL FOOD TASTING / TRADITIONAL DANCE PERFORMANCE / EXPLORING ANCIENT ARTWORK / VISITING NEARBY MARKETS / RELAXING IN COURTYARDS,image\jaiselmer\patwon_ki_haveli.jpg,jaisalmer.html
JAISALMER,RAJASTHAN,DESERT NATIONAL PARK-SAFARI,NATIONAL PARK,WINTER,CAMEL SAFARI / DESERT CAMPING / WILDLIFE SAFARI / BIRD WATCHING / JEEP SAFARI / STAR GAZING / CULTURAL TOURS / NATURE WALKS / PHOTOGRAPHY TOUR / SAND DUNE BASHING / LOCAL VILLAGE VISIT / ECO-TOURISM ACTIVITIES / DESERT TREKKING / ADVENTURE SPORTS,image\jaiselmer\desert_safari.jpg,jaisalmer.html
JODHPUR,RAJASTHAN,MEHRANGARH FORT,FORT,WINTER/SPRING,SIGHTSEEING / MUSEUM TOUR / FORT EXPLORATION / PHOTOGRAPHY / CULTURAL EXPERIENCE / GUIDED TOURS / SHOPPING / RAJASTHANI CUISINE TASTING / TRADITIONAL CRAFT WORKSHOPS / SUNSET VIEW  / AUDIO TOUR / HISTORICAL WALK / ROPEWAY RIDE / RAJASTHANI DANCE PERFORMANCE,image\jodhpur\mehrangarh_fort.jpg,jodhpur.html
JODHPUR,RAJASTHAN,UMAID BHAWAN FORT,RELIGIOUS SITE,WINTER,SIGHTSEEING / PHOTOGRAPHY / HERITAGE WALKS / HISTORY EXPLORATION / CULTURAL TOURS / ARCHITECTURE TOUR / ROYAL PALACE VISIT / MUSEUM TOUR / ROYAL DINING EXPERIENCE / HANDICRAFT SHOPPING / TRADITIONAL FOLK MUSIC / CAMEL SAFARI / SUNSET VIEWING / YOGA AND WELLNESS / CAMPING /  GUIDED TOURS / LOCAL CUISINE TASTING / TRADITIONAL DANCE PERFORMANCE,image\jodhpur\umaid_bhavan.jpg,jodhpur.html
JODHPUR,RAJASTHAN,GHANTA GHAR,CLOCK TOWER,WINTER/SPRING,SHOPPING / SIGHTSEEING / PHOTOGRAPHY / STREET FOOD TASTING / CULTURAL EXPLORATION / HISTORICAL TOURS / LOCAL CRAFTS / ARCHITECTURE ADMIRATION / SOUVENIR HUNTING / NIGHTLIFE / WALKING TOURS / MARKET EXPLORATION / HERITAGE WALKS,image\jodhpur\ghanta_ghar.jpg,jodhpur.html
JODHPUR,RAJASTHAN,JASWANT THADA,MONUMENT,WINTER, PHOTOGRAPHY / HERITAGE WALK / PICNIC / HISTORICAL EXPLORATION / SUNSET VIEWING / LOCAL CRAFT SHOPPING / CULTURAL IMMERSION / STARGAZING,image\jodhpur\jaswant-thada.jpg,jodhpur.html
KANCHIPURAM,TAMIL NADU,KAILASHNATHAR TEMPLE,RELIGIOUS SITE,WINTER/SPRING,SIGHTSEEING / PHOTOGRAPHY / SPIRITUAL MEDITATION / ARCHITECTURE EXPLORATION / CULTURAL TOUR / HISTORY WALK / SCULPTURE VIEWING / RELIGIOUS CEREMONY PARTICIPATION / LOCAL CUISINE TASTING / TEMPLE RITUALS / GUIDED TOUR  / NATURE WALK,image\kanchipuram\Kanchi_Kailasanathar_Temple.jpg,kanchipuram.html
KANCHIPURAM,TAMIL NADU,EKAMBARESWARAR TEMPLE,RELIGIOUS SITE,WINTER,TEMPLE TOUR / PHOTOGRAPHY / RELIGIOUS RITUALS / SPIRITUAL EXPERIENCE / CULTURAL EXPLORATION / MEDITATION / HISTORY EXPLORATION / TEMPLE ARCHITECTURE STUDY / DEVOTIONAL EXPERIENCE / LOCAL FOOD TASTING / SHOPPING FOR SOUVENIRS / ATTENDING TEMPLE FESTIVALS,image\kanchipuram\Kanchi_Kailasanathar_Temple.jpg,kanchipuram.html
KANCHIPURAM,TAMIL NADU,KANCHI KUDIL,KUDIL,WINTER,CULTURAL TOURS / HERITAGE WALKS / TRADITIONAL COOKING CLASSES / HANDICRAFT WORKSHOPS / FOLK DANCE PERFORMANCES  / LOCAL MARKET EXPLORATION / PHOTOGRAPHY TOURS / CRAFTSMANSHIP DEMONSTRATIONS / VILLAGE TOURS,image\kanchipuram\kanchi-kudil-entrance.jpg,kanchipuram.html
KANNUR,KERELA,PAYYAMBALAM BEACH,BEACH,WINTER,BEACH VOLLEYBALL / SUNSET WATCHING / SWIMMING / BEACH PHOTOGRAPHY / SANDCASTLE BUILDING / PARASAILING / KITE SURFING / BEACH JOGGING / SURFING LESSONS / RELAXING ON THE SHORE / BOAT RIDES / FISHING / DOLPHIN WATCHING / BEACH PICNICS / LOCAL FOOD TASTING,"image\kannur\Payyambalam Beach , Kannur.jpg",kannur.html
KANNUR,KERALA,ST. ANGELO FORT,RELIGIOUS SITE,WINTER/SPRING,SIGHTSEEING / PHOTOGRAPHY / HISTORICAL TOUR / FORT EXPLORATION / BEACH VISIT / BIRD WATCHING / SUNSET VIEW / GUIDED TOURS / ARCHAEOLOGICAL SITE VISIT / CULTURAL EXPERIENCE / NATURE WALK / FORT WALLS WALK / LOCAL CUISINE TASTING / HERITAGE WALK / ADVENTURE SPORTS,"image\kannur\St_ Angelo Fort, Kannur.jpg",kannur.html
KANNUR,KERALA,MUZHAPPILANGAD DRIVE-IN BEACH,BEACH,WINTER/SPRING,BEACH DRIVE / SWIMMING / SURFING /PARASAILING/ BEACH VOLLEYBALL / SANDCASTLE BUILDING / BEACH PICNIC / DOLPHIN WATCHING / PHOTOGRAPHY / JETSKIING / SUNSET VIEW / ATV RIDE / FISHING / WALKING ALONG THE SHORE/SUNBATHING/WATER SPORTS,"image\kannur\The Drive-In Beach_ Muzhappilangad, Kerela.jpg",kannur.html
KANPUR,UTTAR PRADESH,KANPUR MEMORIAL CHURCH,RELIGIOUS SITE,WINTER,SIGHTSEEING / HISTORICAL EXPLORATION / PHOTOGRAPHY / ARCHITECTURE TOUR / SPIRITUAL REFLECTION / CULTURAL EXPERIENCE  / EDUCATIONAL VISIT / HERITAGE WALK / RELAXATION / GROUP GATHERING ,image\kanpur\kanpur-memorial-church.jpg,kanpur.html
KANPUR,UTTAR PRADESH,ALLEN FOREST ZOO,ZOO,SPRING/AUTUMN,SAFARI TOUR / ANIMAL FEEDING / BIRD WATCHING / NATURE TRAILS / PHOTOGRAPHY / PICNIC AREA / GUIDED TOURS / WILDLIFE CONSERVATION PROGRAMS / KIDS PLAY AREA / NIGHT SAFARI / EDUCATIONAL WORKSHOPS / INTERACTIVE EXHIBITS /  ECO-TOURS  / NATURE WALKS,image\kanpur\allen-forest-zoo.jpg,kanpur.html
KANPUR,UTTAR PRADESH,MOTI JHEEL,LAKE,WINTER/SPRING,BOATING/PICNIC/JOGGING/PHOTOGRAPHY/NATURE WALKS/RELAXATION/LOCAL FOOD TASTING/SIGHTSEEING/FAMILY OUTING,image\kanpur\moti-jheel-kanpur.jpg,kanpur.html
KHAJURAHO,MADHYA PRADESH,KANDARIYA MAHADEV TEMPLE,RELIGIOUS SITE,WINTER/SPRING,TEMPLE TOUR/PHOTOGRAPHY/ARCHITECTURAL STUDY/SPIRITUAL MEDITATION/CULTURAL EXPLORATION/HERITAGE WALK/SCULPTURE APPRECIATION,image\khajuraho\Kandariya Mahadeva Temple.jpg,khajuraho.html
KHAJURAHO,MADHYA PRADESH,LAKSHMANA TEMPLE,RELIGIOUS SITE,WINTER,TEMPLE TOURS/PHOTOGRAPHY/HERITAGE WALKS/ARCHITECTURE EXPLORATION/SPIRITUAL RETREATS/CULTURAL PERFORMANCES/HISTORY LEARNING/ART APPRECIATION/LOCAL GUIDE INTERACTION/PEACEFUL MEDITATION,image\khajuraho\Lakshmana Temple.jpg,khajuraho.html
KHAJURAHO,MADHYA PRADESH,RANEH FALL,WATERFALL,MONSOON/WINTER,TREKKING/PHOTOGRAPHY/NATURE WALK/WILDLIFE WATCHING/SWIMMING/PICNIC/EXPLORING CANYONS/BIRD WATCHING/ADVENTURE SPORTS,image\khajuraho\Raneh Falls.jpg,khajuraho.html
KOCHI,KERELA,FORT KOCHI ,FORT,WINTER,SIGHTSEEING/HERITAGE WALKS/HOUSEBOAT RIDES/KATHAKALI PERFORMANCES/CULTURAL SHOWS/BEACH ACTIVITIES/PHOTOGRAPHY/SHOPPING/ART GALLERIES/FOOD TOURS/TEMPLE VISITS/MUSEUM VISITS/BACKWATER CRUISES/CYCLING TOURS/AYURVEDIC SPA/BOAT FISHING,image\kochi\fort_kochi.jpg,kochi.html
KOCHI,KERALA,MATTANCHERRY PALACE ,PALACE,WINTER,MUSEUM TOUR / EXPLORE HISTORICAL ARTIFACTS / VISIT THE DUTCH PALACE / WALK THROUGH THE ROYAL CHAMBERS / TRADITIONAL KERALA MURALS /HINDU TEMPLE ART / ANTIQUE FURNITURE COLLECTION / VISIT THE JEWISH SYNAGOGUE NEARBY / HISTORICAL TOUR /PHOTOGRAPHY ,image\kochi\mattancherry_palace.jpg,kochi.html
KOCHI,KERALA,MARINE DRIVE,LONG-DRIVE,WINTER/SPRING,WALK ALONG THE PROMENADE / SUNSET VIEWING / PHOTOGRAPHY / CYCLING / STREET FOOD TASTING /CAFES VISIT / VISIT ART DECO BUILDINGS / SHOPPING / ATTEND CULTURAL EVENTS / RELAX BY THE SEA / VISIT NEARBY PARKS / LIVE MUSIC,image\kochi\marine-drive-kochi.jpg,kochi.html
KOCHI,KERALA,KERALA FOLKLORE MUSEUM,MUSEUM,WINTER/SPRING,"CULTURAL PERFORMANCES / TRADITIONAL DANCE SHOWS / MUSEUM TOURS / ARTIFACT EXPLORATION / FOLK ART EXHIBITIONS / CRAFT WORKSHOPS / PHOTOGRAPHY / LOCAL CUISINE TASTING / HERITAGE WALKS / HISTORY LEARNING / CULTURAL EVENTS / FOLK MUSIC






",image\kochi\kerela_folklore_museum.jpg,kochi.html
KOCHI,KERALA,KASHI ART GALLERY,ART GALLERY,WINTER/SPRING,ART EXHIBITIONS / PAINTING WORKSHOPS / SCULPTURE DISPLAYS / CULTURAL PERFORMANCES / PHOTOGRAPHY SESSIONS / ART INSTALLATIONS / TRADITIONAL CRAFT DEMONSTRATIONS / INTERACTIVE ART EXPERIENCES / ART & CULTURE TALKS ,image\kochi\kashi_art_gallery.jpg,kochi.html
KOCHI,KERALA,EDAPPALLY CHURCH COMPLEX,RELIGIOUS SITE,WINTER,SIGHTSEEING / PHOTOGRAPHY / SHOPPING / RELIGIOUS TOUR / HISTORICAL TOUR / CULTURAL EXPLORATION / SPIRITUAL RETREAT / ATTENDING MASS / VISITING MUSEUM / HERITAGE WALK / ARCHITECTURE APPRECIATION / PRAYER / MEDITATION ,image\kochi\edappally_church.jpg,kochi.html
KODAIKANAL,TAMIL NADU,KODAI LAKE,LAKE,SUMMER,BOATING / CYCLING / TREKKING / FISHING / PICNICKING / NATURE WALKS / HORSE RIDING / PHOTOGRAPHY / WATER SPORTS / BIRD WATCHING / SHOPPING / SUNSET VIEWING / PEDAL BOATS / ROWING / SCENIC DRIVE,image\Kodaikanal\Kodaikanal Lake 2.jpg,kodaikanal.html
KODAIKANAL,TAMIL NADU,COAKER'S WALK,WALK-IN PLAZA,WINTER/SPRING,NATURE WALKS / PHOTOGRAPHY / SCENIC VIEWS / SUNSET VIEWING / RELAXING  / SIGHTSEEING / HIKING / EXPLORING / PICNIC,image\Kodaikanal\Coakers walk 4.1.jpg,kodaikanal.html
KODAIKANAL,TAMIL NADU,SILVER CASCADE FALLS,WATERFALL,SPRING/SUMMER/AUTUMN,TREKKING / NATURE WALKS / PHOTOGRAPHY / SCENIC VIEWS / SUNSET VIEWING / RELAXING / SIGHTSEEING / HIKING / EXPLORING / PICNIC,image\Kodaikanal\Silver cascade 4.jpg,kodaikanal.html
KOLKATA,WEST BENGAL,VICTORIA MEMORIAL,MEMORIAL,WINTER/SPRING,LIGHT AND SOUND SHOW / MUSEUM TOUR / PHOTOGRAPHY / NATURE WALK / SHOPPING AT SOUVENIR SHOP /  GARDEN VISIT / ATTEND CULTURAL EVENTS / EXPLORE THE ART GALLERY,"image\kolkata\Victoria Memorial, Kolkata, India.jpg",kolkata.html
KOLKATA,WEST BENGAL,HOWRAH BRIDGE ,BRIDGE,WINTER,SIGHTSEEING / PHOTOGRAPHY / BOATING / SUNSET VIEWING / WALKING / SHOPPING / LOCAL FOOD TASTING / CULTURAL TOURS / HISTORICAL EXPLORATION,image\kolkata\Mesmerizing Howrah Bridge.jpg,kolkata.html
KOLKATA,WEST BENGAL,DAKSHINESWAR KALI TEMPLE,RELIGIOUS SITE,WINTER,AARTI / VISIT THE TEMPLE MUSEUM /  WALK ALONG THE RIVERFRONT / PEACEFUL AMBIANCE / PHOTOGRAPHY / SPIRITUAL DISCUSSIONS/ SPIRITUAL LECTURES,image\kolkata\Kolkata Dakshineshwar.jpg,kolkata.html
LEH,LADAKH,PANGONG LAKE ,LAKE,SUMMER/AUTUMN, CAMPING / PHOTOGRAPHY / TREKKING / FISHING / BIRD WATCHING / STARGAZING / CYCLING / KAYAKING / ADVENTURE SPORTS / SCENIC DRIVE / PICNIC/ HORSE RIDING,image\Leh\Pangong lake.jpg,leh.html
LEH,LADAKH,NUBRA VALLEY ,VALLEY,SUMMER,"TREKKING / CAMEL SAFARI / VISIT THE MONASTERY / EXPLORE SAND DUNES / CAMPING / VISIT HOT SPRINGS / STARGAZING / VISIT  WAR MEMORIAL






",image\Leh\Nubra Valley.jpg,leh.html
LEH,LADAKH,LEH PALACE,PALACE,SUMMER,SIGHTSEEING / PHOTOGRAPHY / TREKKING / CULTURAL TOURS / MUSEUM VISIT / LOCAL SHOPPING / HISTORICAL EXPLORATION / SCENIC DRIVES / BIRDWATCHING / CAMPING / MONASTERY VISITS / GUIDED TOURS / SUNSET VIEWING,image\Leh\Leh palace.jpg,leh.html
LUCKNOW,UTTAR PRADESH,BARA IMAMBARA ,MONUMENT,WINTER,EXPLORING THE BHOOL BHULAIYAA / PHOTOGRAPHY / CULTURAL TOURS / HISTORICAL WALKTHROUGH / LIGHT AND SOUND SHOW / EXPLORING THE STEPWELL / SHOPPING FOR SOUVENIRS / ENJOYING LOCAL CUISINE /  HERITAGE WALKS ,image\lucknow\bara_imambara.jpg,lucknow.html
LUCKNOW,UTTAR PRADESH,RUMI DARWAZA ,MONUMENT,WINTER,SIGHTSEEING / PHOTOGRAPHY / HISTORICAL TOUR / ARCHITECTURE EXPLORATION / CULTURAL WALK / SHOPPING / LOCAL CUISINE TASTING / HERITAGE WALK / LIGHT AND SOUND SHOW / TRADITIONAL CRAFT SHOPPING / GUIDED TOURS / HISTORICAL LANDMARK VISIT / EXPLORING MUGHAL ARCHITECTURE,image\lucknow\rumi_darwaza.jpg,lucknow.html
LUCKNOW,UTTAR PRADESH,CHOTA IMAMBARA ,MONUMENT,WINTER,GUIDED TOUR / PHOTOGRAPHY / HISTORICAL EXPLORATION / CULTURAL EXPERIENCE / VISIT TO THE MAIN HALL / VISIT TO THE MAUSOLEUM / ATTEND LIGHT AND SOUND SHOW / EXPLORE THE GARDENS / VISIT THE CLOCK TOWER / SHOPPING FOR SOUVENIRS / VISIT THE MOSQUE / ENJOY THE ARCHITECTURE / RELIGIOUS OBSERVATION / EXPERIENCE THE LOCAL CUISINE / ATTEND CULTURAL EVENTS / EXPLORE THE SURROUNDING AREA,image\lucknow\chota_imambara.jpg,lucknow.html
LUCKNOW,UTTAR PRADESH,GOMTI RIVER FRONT,RIVER BANK,WINTER,BOATING / CYCLING / WALKING / PHOTOGRAPHY / PICNIC / BIRDWATCHING / FISHING / YOGA / SUNSET VIEWING / SHOPPING / DINING / ADVENTURE SPORTS / SIGHTSEEING / CULTURAL EVENTS / RELAXATION,image\lucknow\gomti_river.jpg,lucknow.html
